Location,Pressure3pm,Rainfall,Humidity3pm,Cloud3pm,RainToday,RainTomorrow
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Alta,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Nublado,No,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Alta,Nublado,No,No
Albany,Alta,Sem Chuva,Alta,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,Yes
Albany,Normal,Acumulo Leve,Média,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Baixa,Sem Chuva,Média,Parcialmente Nublado,No,Yes
Albany,Normal,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Normal,Acumulo Leve,Média,Nublado,Yes,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,No
Albany,Baixa,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Parcialmente Nublado,No,No
Albany,Baixa,Sem Chuva,Baixa,Céu Limpo,No,No
Albany,Baixa,Sem Chuva,Alta,Nublado,No,Yes
Albany,Baixa,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Normal,Acumulo Leve,Média,Nublado,Yes,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Baixa,Sem Chuva,Média,Parcialmente Nublado,No,Yes
Albany,Baixa,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Céu Limpo,Yes,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,Yes
Albany,Normal,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Alta,Sem Chuva,Alta,Nublado,No,Yes
Albany,Alta,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Alta,Acumulo Médio,Alta,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Alta,Céu Limpo,Yes,No
Albany,Alta,Sem Chuva,Alta,Nublado,No,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Baixa,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Baixa,Céu Limpo,No,Yes
Albany,Normal,Acumulo Leve,Alta,Nublado,Yes,No
Albany,Baixa,Sem Chuva,Alta,Nublado,No,Yes
Albany,Normal,Acumulo Médio,Alta,Nublado,Yes,Yes
Albany,Normal,Acumulo Leve,Alta,Parcialmente Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,Yes
Albany,Normal,Acumulo Médio,Média,Nublado,Yes,Yes
Albany,Alta,Acumulo Médio,Média,Parcialmente Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Céu Limpo,Yes,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,No
Albany,Alta,Sem Chuva,Alta,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,Yes
Albany,Alta,Acumulo Médio,Média,Parcialmente Nublado,Yes,Yes
Albany,Alta,Acumulo Médio,Média,Parcialmente Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Baixa,Parcialmente Nublado,No,No
Albany,Baixa,Sem Chuva,Média,Nublado,No,Yes
Albany,Baixa,Acumulo Leve,Média,Nublado,Yes,Yes
Albany,Normal,Acumulo Médio,Alta,Céu Limpo,Yes,No
Albany,Baixa,Sem Chuva,Média,Céu Limpo,No,Yes
Albany,Baixa,Acumulo Médio,Alta,Nublado,Yes,Yes
Albany,Normal,Acumulo Médio,Média,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,Yes
Albany,Alta,Acumulo Médio,Alta,Nublado,Yes,Yes
Albany,Alta,Acumulo Médio,Alta,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,No
Albany,Alta,Sem Chuva,Alta,Parcialmente Nublado,No,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Baixa,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,Yes
Albany,Normal,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Alta,Acumulo Médio,Média,Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Alta,Sem Chuva,Baixa,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Alta,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,Yes
Albany,Alta,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Albany,Alta,Sem Chuva,Alta,Nublado,No,Yes
Albany,Alta,Acumulo Leve,Alta,Nublado,Yes,No
Albany,Alta,Sem Chuva,Alta,Nublado,No,No
Albany,Alta,Sem Chuva,Baixa,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Baixa,Nublado,No,Yes
Albany,Baixa,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Baixa,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Normal,Acumulo Leve,Média,Nublado,Yes,No
Albany,Alta,Sem Chuva,Alta,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Baixa,Sem Chuva,Alta,Nublado,No,Yes
Albany,Normal,Acumulo Médio,Média,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Céu Limpo,Yes,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,Yes
Albany,Normal,Acumulo Médio,Média,Parcialmente Nublado,Yes,No
Albany,Normal,Sem Chuva,Média,Nublado,No,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,Yes
Albany,Normal,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Normal,Acumulo Leve,Média,Parcialmente Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Parcialmente Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,No
Albany,Alta,Sem Chuva,Alta,Parcialmente Nublado,No,Yes
Albany,Alta,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Albany,Alta,Sem Chuva,Alta,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Baixa,Sem Chuva,Alta,Nublado,No,Yes
Albany,Baixa,Acumulo Médio,Média,Nublado,Yes,Yes
Albany,Alta,Acumulo Médio,Alta,Parcialmente Nublado,Yes,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Nublado,No,Yes
Albany,Alta,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Baixa,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Alta,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Alta,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,Yes
Albany,Alta,Acumulo Leve,Alta,Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Baixa,Sem Chuva,Alta,Parcialmente Nublado,No,No
Albany,Baixa,Sem Chuva,Alta,Nublado,No,Yes
Albany,Alta,Acumulo Médio,Média,Céu Limpo,Yes,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Baixa,Sem Chuva,Alta,Parcialmente Nublado,No,Yes
Albany,Normal,Acumulo Médio,Média,Parcialmente Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Baixa,Sem Chuva,Alta,Nublado,No,Yes
Albany,Normal,Acumulo Leve,Média,Parcialmente Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Baixa,Sem Chuva,Alta,Nublado,No,Yes
Albany,Normal,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Normal,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,Yes
Albany,Normal,Acumulo Médio,Alta,Nublado,Yes,Yes
Albany,Normal,Acumulo Médio,Alta,Nublado,Yes,Yes
Albany,Normal,Acumulo Leve,Média,Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Alta,Nublado,No,No
Albany,Alta,Sem Chuva,Alta,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Baixa,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Baixa,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Baixa,Sem Chuva,Média,Parcialmente Nublado,No,Yes
Albany,Baixa,Acumulo Médio,Média,Parcialmente Nublado,Yes,Yes
Albany,Baixa,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Baixa,Acumulo Leve,Alta,Parcialmente Nublado,Yes,No
Albany,Baixa,Sem Chuva,Alta,Nublado,No,Yes
Albany,Baixa,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Normal,Acumulo Leve,Alta,Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Baixa,Sem Chuva,Média,Céu Limpo,No,No
Albany,Baixa,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,Yes
Albany,Normal,Acumulo Leve,Alta,Céu Limpo,Yes,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Baixa,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Baixa,Sem Chuva,Alta,Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Céu Limpo,No,No
Albany,Baixa,Sem Chuva,Alta,Nublado,No,Yes
Albany,Baixa,Acumulo Médio,Média,Parcialmente Nublado,Yes,No
Albany,Baixa,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Baixa,Sem Chuva,Média,Céu Limpo,No,No
Albany,Baixa,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Baixa,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Baixa,Sem Chuva,Alta,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Baixa,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,No
Albany,Baixa,Sem Chuva,Média,Céu Limpo,No,No
Albany,Baixa,Sem Chuva,Alta,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,Yes
Albany,Normal,Acumulo Médio,Alta,Nublado,Yes,Yes
Albany,Normal,Acumulo Médio,Média,Nublado,Yes,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Baixa,Sem Chuva,Alta,Parcialmente Nublado,No,Yes
Albany,Normal,Acumulo Médio,Alta,Parcialmente Nublado,Yes,Yes
Albany,Normal,Acumulo Médio,Alta,Nublado,Yes,Yes
Albany,Normal,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Normal,Acumulo Leve,Alta,Parcialmente Nublado,Yes,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,Yes
Albany,Normal,Acumulo Leve,Alta,Parcialmente Nublado,Yes,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,No
Albany,Alta,Sem Chuva,Alta,Nublado,No,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,Yes
Albany,Baixa,Acumulo Leve,Alta,Nublado,Yes,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Parcialmente Nublado,No,No
Albany,Baixa,Sem Chuva,Alta,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,No
Albany,Baixa,Sem Chuva,Alta,Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,Yes
Albany,Normal,Acumulo Leve,Média,Nublado,Yes,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Baixa,Sem Chuva,Média,Céu Limpo,No,No
Albany,Baixa,Sem Chuva,Alta,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Céu Limpo,No,No
Albany,Baixa,Sem Chuva,Alta,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,Yes
Albany,Alta,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,Yes
Albany,Normal,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Normal,Acumulo Leve,Alta,Parcialmente Nublado,Yes,Yes
Albany,Normal,Acumulo Leve,Alta,Parcialmente Nublado,Yes,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,Yes
Albany,Normal,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Albany,Normal,Sem Chuva,Alta,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Parcialmente Nublado,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,Yes
Albany,Alta,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Alta,Parcialmente Nublado,Yes,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,Yes
Albany,Alta,Acumulo Médio,Média,Parcialmente Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Baixa,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Alta,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Nublado,No,Yes
Albany,Alta,Acumulo Leve,Alta,Parcialmente Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,Yes
Albany,Normal,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,Yes
Albany,Baixa,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Alta,Acumulo Médio,Média,Nublado,Yes,No
Albany,Alta,Sem Chuva,Alta,Nublado,No,No
Albany,Alta,Sem Chuva,Alta,Nublado,No,No
Albany,Alta,Sem Chuva,Alta,Nublado,No,No
Albany,Alta,Sem Chuva,Alta,Parcialmente Nublado,No,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,No
Albany,Normal,Sem Chuva,Baixa,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Baixa,Sem Chuva,Média,Nublado,No,Yes
Albany,Baixa,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Albany,Baixa,Sem Chuva,Média,Nublado,No,No
Albany,Baixa,Sem Chuva,Alta,Nublado,No,Yes
Albany,Normal,Acumulo Médio,Alta,Nublado,Yes,Yes
Albany,Alta,Acumulo Médio,Média,Nublado,Yes,Yes
Albany,Normal,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,Yes
Albany,Alta,Acumulo Médio,Média,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Média,Nublado,No,Yes
Albany,Normal,Acumulo Leve,Alta,Parcialmente Nublado,Yes,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,Yes
Albany,Alta,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,No
Albany,Normal,Sem Chuva,Média,Nublado,No,Yes
Albany,Normal,Acumulo Leve,Média,Parcialmente Nublado,Yes,Yes
Albany,Normal,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,No
Albany,Baixa,Sem Chuva,Alta,Nublado,No,Yes
Albany,Normal,Acumulo Médio,Média,Céu Limpo,Yes,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Nublado,No,Yes
Albany,Baixa,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Normal,Acumulo Leve,Alta,Nublado,Yes,No
Albany,Baixa,Sem Chuva,Alta,Nublado,No,Yes
Albany,Baixa,Acumulo Médio,Alta,Parcialmente Nublado,Yes,Yes
Albany,Baixa,Acumulo Médio,Alta,Nublado,Yes,Yes
Albany,Normal,Acumulo Médio,Alta,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,Yes
Albany,Alta,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Alta,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Albany,Alta,Sem Chuva,Alta,Nublado,No,Yes
Albany,Alta,Acumulo Leve,Alta,Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Nublado,No,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Baixa,Sem Chuva,Alta,Nublado,No,Yes
Albany,Normal,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Albany,Alta,Sem Chuva,Média,Céu Limpo,No,No
Albany,Alta,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Média,Céu Limpo,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,Yes
Albany,Normal,Acumulo Leve,Alta,Céu Limpo,Yes,No
Albany,Normal,Sem Chuva,Média,Nublado,No,Yes
Albany,Normal,Acumulo Leve,Alta,Nublado,Yes,No
Albany,Normal,Sem Chuva,Média,Parcialmente Nublado,No,No
Albany,Normal,Sem Chuva,Alta,Nublado,No,Yes
Albany,Normal,Acumulo Leve,Média,Parcialmente Nublado,Yes,No
Albany,Baixa,Sem Chuva,Média,Parcialmente Nublado,No,Yes
Albany,Baixa,Acumulo Leve,Média,Nublado,Yes,Yes
Albany,Baixa,Acumulo Médio,Média,Nublado,Yes,Yes
Albany,Baixa,Acumulo Médio,Média,Nublado,Yes,Yes
Albany,Baixa,Acumulo Leve,Alta,Nublado,Yes,Yes
Albany,Baixa,Acumulo Leve,Média,Parcialmente Nublado,Yes,Yes
